ax,ay,az,gx,gy,gz,mx,my,mz
1.00,-0.08,0.03,-0.18,-0.12,-0.49,-11.00,23.00,-45.00
1.00,-0.08,0.02,-0.85,0.67,-0.79,-11.00,24.00,-42.00
1.00,-0.08,0.03,-0.85,-0.24,-0.55,-13.00,25.00,-48.00
1.00,-0.08,0.03,-0.85,0.79,-0.37,-10.00,24.00,-48.00
1.00,-0.08,0.03,-1.22,0.24,-0.43,-14.00,22.00,-49.00
1.00,-0.09,0.03,-0.31,0.24,0.12,-9.00,22.00,-44.00
1.00,-0.08,0.02,-0.49,0.43,0.06,-14.00,24.00,-45.00
1.00,-0.08,0.03,-0.67,-0.12,-0.49,-11.00,27.00,-46.00
1.00,-0.08,0.02,-0.49,-0.31,0.18,-12.00,22.00,-47.00
1.00,-0.08,0.03,-0.98,0.18,0.12,-11.00,25.00,-46.00
1.00,-0.09,0.03,-1.28,0.73,0.24,-11.00,23.00,-46.00
1.00,-0.08,0.02,-2.20,1.34,1.40,-11.00,23.00,-48.00
1.00,-0.08,0.03,-0.73,0.31,0.31,-11.00,27.00,-45.00
1.00,-0.09,0.03,0.37,0.43,-0.67,-11.00,23.00,-44.00
1.00,-0.09,0.02,-1.40,1.22,-0.73,-13.00,24.00,-47.00
1.00,-0.09,0.03,-0.67,0.98,-0.37,-10.00,22.00,-49.00
1.00,-0.08,0.02,-0.67,0.31,0.06,-13.00,24.00,-50.00
1.00,-0.08,0.03,-0.73,-0.31,-0.61,-11.00,22.00,-46.00
1.00,-0.08,0.02,-0.31,0.79,-0.31,-12.00,25.00,-46.00
1.00,-0.08,0.03,-0.67,0.00,0.12,-9.00,25.00,-49.00
1.00,-0.09,0.03,-2.26,1.34,0.98,-10.00,24.00,-47.00
1.00,-0.09,0.02,-1.46,0.37,0.31,-9.00,26.00,-48.00
1.00,-0.08,0.03,-0.18,-0.85,-0.85,-12.00,24.00,-47.00
1.00,-0.08,0.03,0.85,-1.46,-0.73,-9.00,23.00,-47.00
1.00,-0.08,0.03,-0.61,-0.55,0.18,-11.00,22.00,-46.00
1.00,-0.08,0.03,-0.61,0.06,-0.43,-12.00,23.00,-47.00
1.00,-0.09,0.03,-0.31,0.18,-0.31,-10.00,23.00,-47.00
1.00,-0.08,0.03,-0.85,0.61,-0.06,-10.00,25.00,-45.00
1.00,-0.08,0.03,1.04,-1.16,-1.28,-11.00,24.00,-47.00
1.00,-0.08,0.04,0.12,0.61,-0.79,-9.00,26.00,-52.00
1.00,-0.09,0.03,-1.10,0.18,0.06,-12.00,25.00,-44.00
1.00,-0.08,0.03,-0.67,0.00,-0.06,-11.00,22.00,-43.00
1.00,-0.08,0.03,0.12,0.31,-0.55,-12.00,23.00,-46.00
1.00,-0.09,0.03,-0.12,0.18,-0.73,-10.00,25.00,-46.00
1.00,-0.09,0.04,-0.73,0.31,0.67,-12.00,25.00,-50.00
1.00,-0.09,0.03,-0.43,-0.18,-0.12,-14.00,25.00,-49.00
1.00,-0.08,0.03,-0.49,-0.55,-0.18,-12.00,24.00,-52.00
1.00,-0.08,0.03,-0.49,-0.24,-0.31,-13.00,23.00,-46.00
1.00,-0.09,0.03,0.37,0.92,-0.79,-10.00,24.00,-47.00
1.00,-0.08,0.02,-1.34,0.67,-0.24,-10.00,22.00,-49.00
